complete_sentence,question_text,english_translation,hint,alternate_correct_responses,option_a,option_b,option_c,option_d,correct_option,cefr_level,topic,explanation,resource
Tu puoi venire con me?,Tu ___ venire con me?,Can you come with me?,,,posso,puoi,può,possiamo,B,A1,Verbi irregolari,The modal verb 'potere' (can/be able to) is irregular. The second-person singular form (tu) is 'puoi'.,
Lei deve partire domani.,Lei ___ partire domani.,She must leave tomorrow.,,,devo,devi,deve,dobbiamo,C,A1,Verbi irregolari,The modal verb 'dovere' (must/have to) is irregular. The third-person singular form (lei) is 'deve'.,
Noi sappiamo la strada.,Noi ___ la strada.,We know the way.,,conosciamo,so,sai,sa,sappiamo,D,A1,Verbi irregolari,The verb 'sapere' (to know) is irregular. The first-person plural form (noi) is 'sappiamo'. In this sentence, both 'sapere' and 'conoscere' work.,
Voi vivete a Roma.,Voi ___ a Roma,You (plural) live in Rome.,vivere,,vivo,vivi,vive,vivete,D,A1,Presente indicativo: verbi regolari -ere,The verb 'vivere' is a regular -ere verb. The second-person plural form (voi) is 'vivete'.,
Loro escono al mare.,Loro ___ al mare.,They go out to the sea.,,,esco,esci,esce,escono,D,A1,Verbi irregolari,The verb 'uscire' (to go out) is irregular. The third-person plural form (loro) is 'escono'.,
Io conosco Maria.,Io ___ Maria.,I know Maria.,,,conosco,conosci,conosce,conosciamo,A,A1,Verbi irregolari,"The verb 'conoscere' (to know a person/place) is irregular in the 'io' form, 'conosco'.",
Tu viaggi in macchina.,Tu ___ in macchina.,You travel by car.,,,viaggio,viaggi,viaggia,viaggiamo,B,A1,Presente indicativo: verbi regolari -are,The verb 'viaggiare' (to travel) is a regular -are verb. The second-person singular form (tu) is 'viaggi'.,
Questa è una penna.,Questa è ___ penna.,This is a pen.,,,una,un,uno,un',A,A1,Articoli indeterminativi,'Penna' is a feminine singular noun. It requires the feminine indefinite article 'una'.,
Quello è uno zaino.,Quello è ___ zaino.,That is a backpack.,,,un,uno,una,un',B,A1,Articoli indeterminativi,'Zaino' is a masculine noun starting with 'z'. It requires the masculine indefinite article 'uno'.,
Vedo un albero.,Vedo ___ albero.,I see a tree.,,,una,un,uno,un',B,A1,Articoli indeterminativi,'Albero' is a masculine singular noun. It requires the masculine indefinite article 'un'.,
Compro un' agenda.,Compro ___ agenda.,I buy a diary.,,,una,un,uno,un',D,A1,Articoli indeterminativi,'Agenda' is a feminine noun starting with a vowel. It requires the elided indefinite article 'un''.,
Lo studente è bravo.,___ studente è bravo.,The student is good.,,,La,Il,Lo,L',C,A1,Articoli determinativi,'Studente' is a masculine noun starting with 's + consonant'. It requires the definite article 'lo'.,
Lo sport è divertente.,___ sport è divertente.,The sport is fun.,,,La,Il,Lo,L',C,A1,Articoli determinativi,'Sport' is a masculine noun starting with 's + consonant'. It requires the definite article 'lo'.,
L' università è grande.,___ università è grande.,The university is big.,,,La,Il,Lo,L',D,A1,Articoli determinativi,'Università' is a feminine noun starting with a vowel. It requires the elided definite article 'l''.,
Le ragazze studiano.,___ ragazze studiano.,The girls study.,,,Le,I,Gli,L',A,A1,Articoli determinativi,'Ragazze' is a feminine plural noun. It requires the definite article 'le'.,
Gli studenti sono bravi.,___ studenti sono bravi.,The students are good.,,,Le,I,Gli,L',C,A1,Articoli determinativi,'Studenti' is a masculine plural noun starting with 's + consonant'. It requires the definite article 'gli'.,
Oggi fa bel tempo.,Oggi ___ bel tempo.,Today the weather is nice.,,,c'è,fa,è,sono,B,A1,Meteo (vocabolario),"To talk about the weather, the expression 'fare tempo' is used. The correct conjugation for today ('oggi') is 'fa'.",
Domani piove .,Domani ___ .,Tomorrow it will rain.,,pioverà,c'è,fa,è,piove,D,A1,Meteo (vocabolario),The verb 'piovere' (to rain) is used in the third-person singular 'piove' to mean 'it rains'.,
In inverno fa freddo.,In inverno fa ___.,In winter it's cold.,,,caldo,freddo,bello,brutto,B,A1,Meteo (vocabolario),The Italian word for 'cold' in the context of weather is 'freddo'.,
Fa molto vento oggi.,___ molto vento oggi.,It's very windy today.,,C'e;Tira,Fa,Si,È,Fate,A,A1,Meteo (vocabolario),"Trick question! 'Fa',  'C'è', and 'Tira' are all acceptable but 'Fa' is the most commonly used.",
Che tempo fa?,Che tempo ___?,What's the weather like?,,,fa,è,c'è,tira,A,A1,Meteo (vocabolario),The standard question to ask about the weather is 'Che tempo fa?'.,
È nuvoloso.,___ nuvoloso.,It's cloudy.,,,Il,È,C'è,Tira,B,A1,Meteo (vocabolario),"To describe the state of the sky, use the verb 'essere'. 'È nuvoloso' means 'It is cloudy'.",
In estate fa caldo.,In estate fa ___.,In summer it's hot.,,,freddo,caldo,fresco,brutto,B,A1,Meteo (vocabolario),The Italian word for 'hot' in the context of weather is 'caldo'.,
C'è nebbia stamattina.,___ nebbia stamattina.,There's fog this morning.,,,Fa,È,C'è,Tira,C,A1,Meteo (vocabolario),"To express the presence of something, like fog, use 'c'è'. 'C'è nebbia' means 'There is fog'.",
Viaggio in treno.,Viaggio in ___.,I travel by train.,,,autobus,macchina,treno,aereo,C,A1,Trasporti (vocabolario),'Train' in Italian is 'treno'. The preposition 'in' is used for modes of transport.,
Vado al mare in macchina.,Vado al mare in ___.,I go to the sea by car.,,,autobus,macchina,treno,bicicletta,B,A1,Trasporti (vocabolario),'Car' in Italian is 'macchina'.,
L'aereo parte alle otto.,L'___ parte alle otto.,The plane leaves at eight.,,,autobus,treno,aereo,nave,C,A1,Trasporti (vocabolario),'Plane' in Italian is 'aereo'.,
Uso la bicicletta per andare in centro.,Uso la ___ per andare in centro,I use the bicycle to go downtown.,Write the full word,,macchina,bicicletta,moto,nave,B,A1,Trasporti (vocabolario),'Bicycle' in Italian is 'bicicletta'.,
La nave attraversa il mare.,La ___ attraversa il mare.,The ship crosses the sea.,,,macchina,bicicletta,moto,nave,D,A1,Trasporti (vocabolario),'Ship' in Italian is 'nave'.,
Guido la moto.,Guido la ___.,I drive the motorcycle.,,,macchina,bicicletta,moto,nave,C,A1,Trasporti (vocabolario),'Motorcycle' in Italian is 'moto'.,
Mia madre è insegnante.,Mia madre è ___.,My mother is a teacher.,,professoressa,dottoressa,insegnante,cuoca,infermiera,B,A1,Professioni (vocabolario),'Teacher' in Italian is 'insegnante'. It's the same for masculine and feminine.,
Il meccanico ripara le macchine.,Il ___ ripara le macchine.,The mechanic repairs cars.,,,dottore,insegnante,cuoco,meccanico,D,A1,Professioni (vocabolario),'Mechanic' in Italian is 'meccanico'.,
Il cuoco cucina nel ristorante.,Il ___ cucina nel ristorante.,The cook cooks in the restaurant.,,,dottore,insegnante,cuoco,meccanico,C,A1,Professioni (vocabolario),'Cook' in Italian is 'cuoco'.,
Il venditore vende i prodotti.,Il ___ vende i prodotti.,The salesperson sells products.,,,dottore,venditore,cuoco,meccanico,B,A1,Professioni (vocabolario),'Salesperson' in Italian is 'venditore'.,
Mi lavo i denti.,Mi ___ i denti.,I brush my teeth.,,,alzo,lavo,vesto,pettino,B,A1,Routine quotidiana,The expression 'to brush one's teeth' is 'lavarsi i denti'. The 'io' form is 'mi lavo'.,
Mi vesto velocemente.,Mi ___ velocemente.,I get dressed quickly.,,,alzo,lavo,vesto,pettino,C,A1,Routine quotidiana,The reflexive verb 'vestirsi' (to get dressed) is conjugated 'mi vesto' for the first-person singular.,
Vado a letto a mezzanotte.,Vado a ___ a mezzanotte.,I go to bed at midnight.,,,colazione,pranzo,cena,letto,D,A1,Routine quotidiana,The expression 'to go to bed' is 'andare a letto'.,
La gatta è piccola.,La gatta è ___.,The (female) cat is small.,,,grande,piccola,alto,basso,B,A1,Aggettivi (accordo e uso),'Small' for a feminine noun is 'piccola'.,
Mio fratello è basso.,Mio fratello è ___.,My brother is short.,,,grande,piccolo,alto,basso,D,A1,Aggettivi (accordo e uso),'Short' for a masculine noun is 'basso'.,
La macchina è nuova.,La macchina è ___.,The car is new.,,,vecchia,nuova,grande,piccola,B,A1,Aggettivi (accordo e uso),"'Macchina' is feminine, so the adjective 'new' must also be feminine: 'nuova'.",
L'esame è facile.,L'esame è ___.,The exam is easy.,,,noioso,interessante,difficile,facile,D,A1,Aggettivi (accordo e uso),'Easy' in Italian is 'facile'. It is invariable in the singular form.,
Il film è noioso.,Il film è ___.,The movie is boring.,,,noioso,interessante,difficile,facile,A,A1,Aggettivi (accordo e uso),'Boring' for a masculine noun is 'noioso'.,
La lezione è difficile.,La lezione è ___.,The lesson is difficult.,,,noiosa,interessante,difficile,facile,C,A1,Aggettivi (accordo e uso),'Difficult' in Italian is 'difficile'. It is invariable in the singular form.,
Il mio cane si chiama Fido.,Il mio ___ si chiama Fido.,My dog's name is Fido.,,,gatto,cane,pesce,uccello,B,A1,Animali (vocabolario),'Dog' in Italian is 'cane'.,
La gatta miagola.,La ___ miagola.,The cat meows.,,,gatta,cane,pesce,uccello,A,A1,Animali (vocabolario),'Female cat' in Italian is 'gatto'.,
L' elefante è un animale grande.,L' ___ è un animale grande.,The elephant is a big animal.,,,topo,elefante,coniglio,cavallo,B,A1,Animali (vocabolario),'Elephant' in Italian is 'elefante'.,
Il cavallo corre veloce.,Il ___ corre veloce.,The horse runs fast.,,,topo,elefante,coniglio,cavallo,D,A1,Animali (vocabolario),'Horse' in Italian is 'cavallo'.,
L'estate è la stagione calda.,___ è la stagione calda.,Summer is the hot season.,,,L'inverno,La primavera,L'estate,L'autunno,C,A1,Stagioni (vocabolario),'Summer' in Italian is 'L'estate'.,
In primavera i fiori sbocciano.,In ___ i fiori sbocciano.,In spring flowers bloom.,,,inverno,primavera,estate,autunno,B,A1,Stagioni (vocabolario),'Spring' in Italian is 'primavera'.,
Non capisco la lezione.,___ capisco la lezione.,I don't understand the lesson.,,,Non,Nessuno,No,Nonne,A,A1,Forme negative semplici,Place 'non' before the verb. The 'io' form of 'capire' is 'capisco'.,
Non ho fame.,___ ho fame.,I'm not hungry.,,,Non,Nessuno,Mai,No,A,A1,Forme negative semplici,The expression 'to be hungry' is 'avere fame'. The negative form for 'io' is 'non ho fame'.,
Non mi piace il calcio.,___ mi piace il calcio.,I don't like soccer.,,,Non,Niente,No,Nonne,A,A1,Forme negative semplici,"For a singular noun ('il calcio'), the verb is 'piace'. The negative is 'non mi piace'.",
Non hai tempo.,___ hai tempo.,You don't have time.,,,Non,No,Mai,Nessuno,A,A1,Forme negative semplici,The expression 'to have time' is 'avere tempo'. The negative form for 'tu' is 'non hai tempo'.,
Io mi chiamo Marco.,Io ___ Marco.,I am called Marco.,,,mi chiamo,ti chiami,si chiama,ci chiamiamo,A,A1,Verbi riflessivi,The reflexive verb 'chiamarsi' (to be called) is conjugated 'mi chiamo' for 'io'.,
Tu ti alzi presto.,Tu ___ presto.,You get up early.,,,mi alzo,ti alzi,si alza,ci alziamo,B,A1,Verbi riflessivi,The reflexive verb 'alzarsi' (to get up) is conjugated 'ti alzi' for 'tu'.,
Lei si sente bene.,Lei ___ bene.,She feels well.,,,mi sento,ti senti,si sente,ci sentiamo,C,A1,Verbi riflessivi,The reflexive verb 'sentirsi' (to feel) is conjugated 'si sente' for 'lei'.,
Voi vi addormentate tardi.,Voi ___ tardi.,You (plural) go to bed late.,,,mi addormento,ti addormenti,si addormenta,vi addormentate,D,A1,Verbi riflessivi,The reflexive verb 'addormentarsi' (to fall asleep) is conjugated 'vi addormentate' for 'voi'.,
In salotto c'è un divano.,In salotto ___ un divano.,In the living room there is a sofa.,,,c'è,ci sono,ha,ho,A,A1,C'è / Ci sono,Use 'c'è' (there is) for a single item ('un divano'). 'Ci sono' is used for multiple items.,
Sul tavolo ci sono due bicchieri.,Sul tavolo ___ due bicchieri.,On the table there are two glasses.,,,c'è,ci sono,sono,è,B,A1,C'è / Ci sono,Use 'ci sono' (there are) for plural nouns ('due bicchieri').,
Tu che lavoro fai?,Tu che lavoro ___?,What work do you do?,fare,,faccio,fai,fa,facciamo,B,A1,Verbi irregolari,The verb 'fare' (to do/make) is irregular. The second-person singular form (tu) is 'fai'.,
La neve è bianca.,La neve è ___.,The snow is white.,,,bianca,nero,rosso,verde,A,A1,Colori (vocabolario),"'Neve' (snow) is a feminine singular noun, so the adjective 'bianco' must agree with it, becoming 'bianca'.",
Compriamo del formaggio.,Compriamo ___ formaggio.,We buy some cheese.,,,del,della,dei,delle,A,A1,Articoli partitivi,'Formaggio' is a masculine singular noun. The partitive article 'del' (some) is used for uncountable masculine nouns.,
Io non lavoro mai la domenica.,Io non ___ mai la domenica,I never work on Sundays.,lavorare,,lavoro,lavori,lavora,lavoriamo,A,A1,Presente indicativo: verbi regolari -are,The 'io' form of the -are verb 'lavorare' is 'lavoro'. 'Non...mai' means 'never'.,
Mi piace nuotare al mare.,Mi piace nuotare ___ mare.,I like to swim in the sea.,,,al,in,con,per,A,A1,Preposizioni semplici,"The preposition 'a' combines with the article 'il' (for 'mare') to become 'al', meaning 'to the' or 'in the'.",
Quando è il tuo compleanno?,Quando ___ il tuo compleanno?,When is your birthday?,,,sei,hai,è,fa,C,A1,Espressioni comuni,"To ask 'when is', you use the third-person singular of 'essere', which is 'è'.",
Mio cugino abita a Milano.,Mio cugino ___ a Milano,My cousin lives in Milan.,abitare,,abito,abiti,abita,abitano,C,A1,Presente indicativo: verbi regolari -are,"'Mio cugino' (my cousin) is a third-person singular subject (lui), so the verb 'abitare' takes the '-a' ending: 'abita'.",
"Voi aprite la porta, per favore?","Voi ___ la porta, per favore?","Can you (plural) open the door, please?",aprire,,aprite,apriamo,aprono,apro,A,A1,Presente indicativo: verbi regolari -ire,The verb 'aprire' (to open) is a regular -ire verb. The second-person plural form (voi) is 'aprite'.,
Il fratello di mia madre è mio zio.,Il fratello di mia madre è mio ___.,My mother's brother is my uncle.,,,nonno,padre,zio,cugino,C,A1,Famiglia (vocabolario),The Italian word for 'uncle' is 'zio'.,
Le nuvole sono grigie.,Le nuvole sono ___.,The clouds are gray.,,,grigie,grigio,grigi,grigia,A,A1,Colori (vocabolario),"'Nuvole' (clouds) is a feminine plural noun. The adjective 'grigio' must agree, becoming 'grigie'.",
"Vorrei dell' acqua, per favore.","Vorrei ___ acqua, per favore.","I would like some water, please.",,,dell',del,dello,della,A,A1,Articoli partitivi,'Acqua' is a feminine noun starting with a vowel. The partitive article 'della' becomes 'dell'' before a vowel.,
Lui non vive più qui.,Lui ___ vive più qui.,He doesn't live here anymore.,,,non,no,mai,nonne,A,A1,Forme negative semplici,"'Lui' is third-person singular, so the verb is 'vive'. 'Non...più' means 'not anymore'.",
Andiamo a piedi.,Andiamo ___ piedi.,Let's go on foot.,,,a,in,con,di,A,A1,Preposizioni semplici,The expression 'on foot' is 'a piedi'.,
In inverno metto una sciarpa.,In inverno metto una ___.,In winter I wear a scarf.,,,sciarpa,cappello,maglietta,gonna,A,A1,Abbigliamento (vocabolario),The Italian word for 'scarf' is 'sciarpa'.,
Mio nonno ha ottantacinque (85) anni.,Mio nonno ha ___ (85) anni.,My grandfather is 85 years old.,,,ottantacinque,settantacinque,ottantuno,novantacinque,A,A1,Numeri e prezzi (0-100),'85' in Italian is 'ottantacinque'.,
Noi andiamo in palestra.,Noi ___ in palestra,We go to the gym.,andare,,vado,andiamo,vai,andate,B,A1,Verbi irregolari,The verb 'andare' (to go) is irregular. The first-person plural form (noi) is 'andiamo'.,
Gli zaini sono pesanti.,___ zaini sono pesanti.,The backpacks are heavy.,,,Gli,I,Le,L',A,A1,Articoli determinativi,'Zaini' is a masculine plural noun that starts with 'z'. It requires the definite article 'gli'.,
Questo non è un problema.,Questo ___ un problema.,This is not a problem.,,,non è,non sono,non hai,non ho,A,A1,Forme negative semplici,"'Un problema' is singular, so we use 'è'. The negative is formed by placing 'non' before the verb: 'non è'.",
Io e Marco siamo amici.,Io e Marco ___ amici.,Marco and I are friends.,,,sono,siamo,siete,è,B,A1,Verbo essere (to be),'Io e Marco' is equivalent to 'noi' (we). The correct conjugation of 'essere' is 'siamo'.,
Che cosa mangiamo stasera?,Che cosa ___ stasera?,What are we eating tonight?,mangiare,,mangio,mangi,mangia,mangiamo,D,A1,Presente indicativo: verbi regolari -are,The context implies 'we'. The 'noi' form of the verb 'mangiare' (to eat) is 'mangiamo'.,
A che ora finisce il film?,A che ora ___ il film?,What time does the movie end?,finire,,finisco,finisci,finisce,finite,C,A1,Presente indicativo: verbi regolari -ire con -isc-,'Il film' is a third-person singular subject. The -ire verb 'finire' is conjugated as 'finisce'.,
Il figlio di mio zio è mio cugino.,Il figlio di mio zio è mio ___.,My uncle's son is my cousin.,,,fratello,nipote,cugino,nonno,C,A1,Famiglia (vocabolario),The Italian word for 'cousin' (male) is 'cugino'.,
